vintage_id,publicacion_id,fecha_publicacion,periodo_referencia_max,documento_fuente,archivo_raw,sha256,sha256_norm,alcance_revision,notas
"BCR.BALANZA_COMERCIAL.v2026-07","BCR.BALANZA_COMERCIAL","2026-07-01","2026-M06","https://estadisticas.bcr.gob.sv/serie/balanza-comercial","BCR_balanza_comercial_2026-08-26.xlsx","d38efe6cabd4391ab22563657d59106745e6629d4820d02a93c1b29ae09246ce","47d26c4364259118f602c5e20547351fc3d7619461bcdebc5b28ef11124256eb","primera captura — sin vintage previo con el cual comparar","fecha_publicacion NO observada directamente en la fuente (mismo patron que BCR.IVAE.VIGENTE, ver .bcr_nota_ivae_vigente_fecha). Se aproxima por el rezago del calendario del BCR (doc/calendario_divulgacion_bcr.csv: Balanza Comercial de Mercancías. Valores, fila 'Agosto',27 -> periodo_referencia 2026-07 (rezago 1 mes)); con periodo_referencia_max = 2026-M06, capturado el 2026-08-26, el ciclo que la publico cae ~2026-07-01. Aproximada a esa fecha (mes, dia 01 por convencion). Decision de Harold, 2026-08-25 (handoff Fase 2, Bloque 3): mismo patron de aproximacion que IVAE, aplicado a esta publicacion especifica."
"BCR.RESERVAS_INTERNACIONALES_NETAS.v2026-08","BCR.RESERVAS_INTERNACIONALES_NETAS","2026-08-01","2026-M07","https://estadisticas.bcr.gob.sv/serie/reservas-internacionales-netas-bcr","BCR_reservas_internacionales_netas_2026-08-26.xlsx","62168b4690c3fb31c95ba52da2792ef270e964dc5bb6b4959fbcd752da9643c8","078ecdcdef4c74a8c1a013a0964c74e7de1a03c11347602ec17facbc94baca71","primera captura — sin vintage previo con el cual comparar","fecha_publicacion NO observada directamente en la fuente (mismo patron que BCR.IVAE.VIGENTE, ver .bcr_nota_ivae_vigente_fecha). Se aproxima por el rezago del calendario del BCR (doc/calendario_divulgacion_bcr.csv: Reservas Internacionales Netas BCR, fila 'Agosto',7 -> periodo_referencia 2026-07 (rezago 1 mes)); con periodo_referencia_max = 2026-M07, capturado el 2026-08-26, el ciclo que la publico cae ~2026-08-01. Aproximada a esa fecha (mes, dia 01 por convencion). Decision de Harold, 2026-08-25 (handoff Fase 2, Bloque 3): mismo patron de aproximacion que IVAE, aplicado a esta publicacion especifica."
"BCR.INDICES_PRECIOS_COMERCIO_EXTERIOR.v2026-07","BCR.INDICES_PRECIOS_COMERCIO_EXTERIOR","2026-07-01","2026-M05","https://estadisticas.bcr.gob.sv/serie/indices-del-sector-externo-mensual","BCR_indices_precios_comercio_exterior_2026-08-26.xlsx","8b758835bb582e20b12c3122f5bfa4edb7d06a9203dc71bcb980b3cf14d4c706","012a9fccb7e2c9c9dde2f85725dd43d29aede3255b40f77f7cde75bea04d1b55","primera captura — sin vintage previo con el cual comparar","fecha_publicacion NO observada directamente en la fuente (mismo patron que BCR.IVAE.VIGENTE, ver .bcr_nota_ivae_vigente_fecha). Se aproxima por el rezago del calendario del BCR (doc/calendario_divulgacion_bcr.csv: Índices de Precios del Comercio Exterior - Mensual, fila 'Agosto',31 -> periodo_referencia 2026-06 (rezago 2 meses)); con periodo_referencia_max = 2026-M05, capturado el 2026-08-26, el ciclo que la publico cae ~2026-07-01. Aproximada a esa fecha (mes, dia 01 por convencion). Decision de Harold, 2026-08-25 (handoff Fase 2, Bloque 3): mismo patron de aproximacion que IVAE, aplicado a esta publicacion especifica."
"BCR.BALANZA_PAGOS_TRIMESTRAL.v2026-06","BCR.BALANZA_PAGOS_TRIMESTRAL","2026-06-01","2026-T1","https://estadisticas.bcr.gob.sv/serie/ii-8-a-balanza-de-pagos-trimestral","BCR_balanza_pagos_trimestral_2026-08-26.xlsx","a7cd28a292d810232068ab0ebc60c5220c659920f9ef5e1fc65d8ffbdbb29c11","ba553ac5011a8f58adae2301e19b8b2fec179d02ff30474329ad5eede1bc9eb8","primera captura — sin vintage previo con el cual comparar","fecha_publicacion NO observada directamente en la fuente (mismo patron que BCR.IVAE.VIGENTE, ver .bcr_nota_ivae_vigente_fecha). Se aproxima por el rezago del calendario del BCR (doc/calendario_divulgacion_bcr.csv: Balanza de Pagos Trimestral, fila 'Septiembre',30 -> periodo_referencia 2026-T2 (rezago 1 trimestre = 3 meses desde cierre de trimestre)); con periodo_referencia_max = 2026-T1, capturado el 2026-08-26, el ciclo que la publico cae ~2026-06-01. Aproximada a esa fecha (mes, dia 01 por convencion). Decision de Harold, 2026-08-25 (handoff Fase 2, Bloque 3): mismo patron de aproximacion que IVAE, aplicado a esta publicacion especifica."
"BCR.GOBIERNO_CENTRAL_CONSOLIDADO.v2026-07","BCR.GOBIERNO_CENTRAL_CONSOLIDADO","2026-07-01","2026-M06","https://estadisticas.bcr.gob.sv/serie/gobierno-central-consolidado-mensual","BCR_gobierno_central_consolidado_2026-08-26.xlsx","b934918b45ae63efc835034433942ae2fe35d4ea8f21a05b1141ffa2e852292c","902690762490b83b52f2faaee22795b4b08ebcd45fc2a8dec585464e8537bfa3","primera captura — sin vintage previo con el cual comparar","fecha_publicacion NO observada directamente en la fuente (mismo patron que BCR.IVAE.VIGENTE, ver .bcr_nota_ivae_vigente_fecha). Se aproxima por el rezago del calendario del BCR (doc/calendario_divulgacion_bcr.csv: Gobierno Central Consolidado, fila 'Agosto',31 -> periodo_referencia 2026-07 (rezago 1 mes)); con periodo_referencia_max = 2026-M06, capturado el 2026-08-26, el ciclo que la publico cae ~2026-07-01. Aproximada a esa fecha (mes, dia 01 por convencion). Decision de Harold, 2026-08-25 (handoff Fase 2, Bloque 3): mismo patron de aproximacion que IVAE, aplicado a esta publicacion especifica. Reintentada 2026-08-26 tras subir timeouts de exportacion/descarga en bcr_captura.R (tabla grande)."
"BCR.PANORAMA_SOCIEDADES_DEPOSITO.v2026-07","BCR.PANORAMA_SOCIEDADES_DEPOSITO","2026-07-01","2026-M06","https://estadisticas.bcr.gob.sv/serie/panorama-de-las-sociedades-de-depositos","BCR_panorama_sociedades_deposito_2026-08-26.xlsx","8c8c1991f096202cc09ffb696d08538af7f357ccd3cb49548dc559f8523b7816","97b8daa015430222730210bdf5f8d19c3c40c04aef8e60e1173d2d6db8cd8ab0","primera captura — sin vintage previo con el cual comparar","fecha_publicacion NO observada directamente en la fuente (mismo patron que BCR.IVAE.VIGENTE, ver .bcr_nota_ivae_vigente_fecha). Se aproxima por el rezago del calendario del BCR (doc/calendario_divulgacion_bcr.csv: Panorama de las sociedades de depósito, fila 'Agosto',31 -> periodo_referencia 2026-07 (rezago 1 mes)); con periodo_referencia_max = 2026-M06, capturado el 2026-08-26, el ciclo que la publico cae ~2026-07-01. Aproximada a esa fecha (mes, dia 01 por convencion). Decision de Harold, 2026-08-25 (handoff Fase 2, Bloque 3): mismo patron de aproximacion que IVAE, aplicado a esta publicacion especifica. Reintentada 2026-08-26 tras subir timeouts de exportacion/descarga en bcr_captura.R (tabla grande)."
"BCR.SPNF_VIGENTE.v2026-07","BCR.SPNF_VIGENTE","2026-07-01","2026-M06","https://estadisticas.bcr.gob.sv/serie/sector-publico-no-financiero-serie-desde-enero-de-2020","BCR_spnf_vigente_2026-08-26.xlsx","0445c280b02c69eaa1251b198f7fba5b3a4b80a263e37d6d32d090f0d387bf23","925d2ecf46ea63b56fa958a26b9fcc11a94fcc50a9a5efd62f0b579977e2f976","primera captura — sin vintage previo con el cual comparar","fecha_publicacion NO observada directamente en la fuente (mismo patrón que BCR.IVAE.VIGENTE). Se aproxima por el rezago del calendario del BCR (doc/calendario_divulgacion_bcr.csv: fila 'Sector Público No Financiero (Serie 1994-2025)', 'Agosto',31 -> periodo_referencia 2026-07, rezago 1 mes; esta fila corresponde a BCR.SPNF_VIGENTE y no a BCR.SPNF_SERIE_1994_2025 - corrección de mapeo del 2026-08-26, ver doc/calendario_divulgacion_bcr.md); con periodo_referencia_max = 2026-M06 (capturado 2026-08-26), el ciclo que la publicó cae ~2026-07-01. Aproximada a 2026-07-01 (mes, día 01 por convención). Decisión de Harold, 2026-08-26 (handoff Fase 2, captura BCR.SPNF_VIGENTE)."
"UT.DEMANDA_TOTAL_MENSUAL.v2002-12","UT.DEMANDA_TOTAL_MENSUAL","2002-12-31","2002-M12","https://www.ut.com.sv/reportes?p_p_id=MenuReportesEstadisticosPublicReports_WAR_PublicReports&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&_MenuReportesEstadisticosPublicReports_WAR_PublicReports_reportName=14utdemtotal","UT_demanda_total_2002_2026-08-26.csv","84f07c18b83eb5ef6e598c4439ba05b30f99ba03d820b7944c3c2b27b3faae53","84f07c18b83eb5ef6e598c4439ba05b30f99ba03d820b7944c3c2b27b3faae53","primera captura — sin vintage previo con el cual comparar","Captura manual (Regla 9 - robots.txt de ut.com.sv no permite scraping, verificado con polite::scrape() el 2026-08-26, ver src/adquisicion/verificar_robots_ut.R). Archivo descargado por Harold desde el formulario de Reportes Estadísticos de UT, salida CSV, año 2002. fecha_publicacion (2002-12-31) es SINTÉTICA, NO una fecha real de publicación de UT ni la fecha real de esta captura - los 25 archivos (2002-2026) se descargaron el mismo día real (2026-08-26, ver fecha_descarga en el manifiesto). Se usa una fecha sintética distinta por año (31 de diciembre del año, o 31 de julio para 2026 por ser parcial) únicamente para que vintage_id -derivado de año-mes de fecha_publicacion en registrar_descarga()- no colisione entre los 25 archivos. No existe un calendario de divulgación de UT del cual derivar una fecha_publicacion real, a diferencia de las series del BCR. Decisión de Harold, 2026-08-26, en respuesta a un bloqueo de colisión de vintage_id reportado por Claude Code al ejecutar este handoff. Advertencia: el campo 'Año' interno de este archivo está vacío o corrupto - el año se identificó por el nombre del archivo, no por el contenido."
"UT.DEMANDA_TOTAL_MENSUAL.v2003-12","UT.DEMANDA_TOTAL_MENSUAL","2003-12-31","2003-M12","https://www.ut.com.sv/reportes?p_p_id=MenuReportesEstadisticosPublicReports_WAR_PublicReports&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&_MenuReportesEstadisticosPublicReports_WAR_PublicReports_reportName=14utdemtotal","UT_demanda_total_2003_2026-08-26.csv","aa5871f809d69b08ef7bac1b5e7dfcf55bde71e5f74eb68ebd86ddcbf768a87a","aa5871f809d69b08ef7bac1b5e7dfcf55bde71e5f74eb68ebd86ddcbf768a87a","vintage nuevo — sha256 distinto del capturado el 2026-08-26","Captura manual (Regla 9 - robots.txt de ut.com.sv no permite scraping, verificado con polite::scrape() el 2026-08-26, ver src/adquisicion/verificar_robots_ut.R). Archivo descargado por Harold desde el formulario de Reportes Estadísticos de UT, salida CSV, año 2003. fecha_publicacion (2003-12-31) es SINTÉTICA, NO una fecha real de publicación de UT ni la fecha real de esta captura - los 25 archivos (2002-2026) se descargaron el mismo día real (2026-08-26, ver fecha_descarga en el manifiesto). Se usa una fecha sintética distinta por año (31 de diciembre del año, o 31 de julio para 2026 por ser parcial) únicamente para que vintage_id -derivado de año-mes de fecha_publicacion en registrar_descarga()- no colisione entre los 25 archivos. No existe un calendario de divulgación de UT del cual derivar una fecha_publicacion real, a diferencia de las series del BCR. Decisión de Harold, 2026-08-26, en respuesta a un bloqueo de colisión de vintage_id reportado por Claude Code al ejecutar este handoff. Advertencia: el campo 'Año' interno de este archivo está vacío o corrupto - el año se identificó por el nombre del archivo, no por el contenido."
"UT.DEMANDA_TOTAL_MENSUAL.v2004-12","UT.DEMANDA_TOTAL_MENSUAL","2004-12-31","2004-M12","https://www.ut.com.sv/reportes?p_p_id=MenuReportesEstadisticosPublicReports_WAR_PublicReports&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&_MenuReportesEstadisticosPublicReports_WAR_PublicReports_reportName=14utdemtotal","UT_demanda_total_2004_2026-08-26.csv","83dc775c2600bd3836b3ff2ead9ceee785cf74fe16f13e4526a5c3198d11c53f","83dc775c2600bd3836b3ff2ead9ceee785cf74fe16f13e4526a5c3198d11c53f","vintage nuevo — sha256 distinto del capturado el 2026-08-26","Captura manual (Regla 9 - robots.txt de ut.com.sv no permite scraping, verificado con polite::scrape() el 2026-08-26, ver src/adquisicion/verificar_robots_ut.R). Archivo descargado por Harold desde el formulario de Reportes Estadísticos de UT, salida CSV, año 2004. fecha_publicacion (2004-12-31) es SINTÉTICA, NO una fecha real de publicación de UT ni la fecha real de esta captura - los 25 archivos (2002-2026) se descargaron el mismo día real (2026-08-26, ver fecha_descarga en el manifiesto). Se usa una fecha sintética distinta por año (31 de diciembre del año, o 31 de julio para 2026 por ser parcial) únicamente para que vintage_id -derivado de año-mes de fecha_publicacion en registrar_descarga()- no colisione entre los 25 archivos. No existe un calendario de divulgación de UT del cual derivar una fecha_publicacion real, a diferencia de las series del BCR. Decisión de Harold, 2026-08-26, en respuesta a un bloqueo de colisión de vintage_id reportado por Claude Code al ejecutar este handoff. primera captura - sin vintage previo con el cual comparar."
"UT.DEMANDA_TOTAL_MENSUAL.v2005-12","UT.DEMANDA_TOTAL_MENSUAL","2005-12-31","2005-M12","https://www.ut.com.sv/reportes?p_p_id=MenuReportesEstadisticosPublicReports_WAR_PublicReports&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&_MenuReportesEstadisticosPublicReports_WAR_PublicReports_reportName=14utdemtotal","UT_demanda_total_2005_2026-08-26.csv","20b29027b843dbc3ee87aa0bab7465dd0c2907c2579ea0dc4c625fb4764243bf","20b29027b843dbc3ee87aa0bab7465dd0c2907c2579ea0dc4c625fb4764243bf","vintage nuevo — sha256 distinto del capturado el 2026-08-26","Captura manual (Regla 9 - robots.txt de ut.com.sv no permite scraping, verificado con polite::scrape() el 2026-08-26, ver src/adquisicion/verificar_robots_ut.R). Archivo descargado por Harold desde el formulario de Reportes Estadísticos de UT, salida CSV, año 2005. fecha_publicacion (2005-12-31) es SINTÉTICA, NO una fecha real de publicación de UT ni la fecha real de esta captura - los 25 archivos (2002-2026) se descargaron el mismo día real (2026-08-26, ver fecha_descarga en el manifiesto). Se usa una fecha sintética distinta por año (31 de diciembre del año, o 31 de julio para 2026 por ser parcial) únicamente para que vintage_id -derivado de año-mes de fecha_publicacion en registrar_descarga()- no colisione entre los 25 archivos. No existe un calendario de divulgación de UT del cual derivar una fecha_publicacion real, a diferencia de las series del BCR. Decisión de Harold, 2026-08-26, en respuesta a un bloqueo de colisión de vintage_id reportado por Claude Code al ejecutar este handoff. primera captura - sin vintage previo con el cual comparar."
"UT.DEMANDA_TOTAL_MENSUAL.v2006-12","UT.DEMANDA_TOTAL_MENSUAL","2006-12-31","2006-M12","https://www.ut.com.sv/reportes?p_p_id=MenuReportesEstadisticosPublicReports_WAR_PublicReports&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&_MenuReportesEstadisticosPublicReports_WAR_PublicReports_reportName=14utdemtotal","UT_demanda_total_2006_2026-08-26.csv","89f6923cc55a8f8a0dad1740656f2c8af822cdae3c9517cb851c6e983c928d7d","89f6923cc55a8f8a0dad1740656f2c8af822cdae3c9517cb851c6e983c928d7d","vintage nuevo — sha256 distinto del capturado el 2026-08-26","Captura manual (Regla 9 - robots.txt de ut.com.sv no permite scraping, verificado con polite::scrape() el 2026-08-26, ver src/adquisicion/verificar_robots_ut.R). Archivo descargado por Harold desde el formulario de Reportes Estadísticos de UT, salida CSV, año 2006. fecha_publicacion (2006-12-31) es SINTÉTICA, NO una fecha real de publicación de UT ni la fecha real de esta captura - los 25 archivos (2002-2026) se descargaron el mismo día real (2026-08-26, ver fecha_descarga en el manifiesto). Se usa una fecha sintética distinta por año (31 de diciembre del año, o 31 de julio para 2026 por ser parcial) únicamente para que vintage_id -derivado de año-mes de fecha_publicacion en registrar_descarga()- no colisione entre los 25 archivos. No existe un calendario de divulgación de UT del cual derivar una fecha_publicacion real, a diferencia de las series del BCR. Decisión de Harold, 2026-08-26, en respuesta a un bloqueo de colisión de vintage_id reportado por Claude Code al ejecutar este handoff. primera captura - sin vintage previo con el cual comparar."
"UT.DEMANDA_TOTAL_MENSUAL.v2007-12","UT.DEMANDA_TOTAL_MENSUAL","2007-12-31","2007-M12","https://www.ut.com.sv/reportes?p_p_id=MenuReportesEstadisticosPublicReports_WAR_PublicReports&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&_MenuReportesEstadisticosPublicReports_WAR_PublicReports_reportName=14utdemtotal","UT_demanda_total_2007_2026-08-26.csv","0fb93f31964c0fde29fff394705015fa05b0e9e9c354fe6bff2631187c6c3b90","0fb93f31964c0fde29fff394705015fa05b0e9e9c354fe6bff2631187c6c3b90","vintage nuevo — sha256 distinto del capturado el 2026-08-26","Captura manual (Regla 9 - robots.txt de ut.com.sv no permite scraping, verificado con polite::scrape() el 2026-08-26, ver src/adquisicion/verificar_robots_ut.R). Archivo descargado por Harold desde el formulario de Reportes Estadísticos de UT, salida CSV, año 2007. fecha_publicacion (2007-12-31) es SINTÉTICA, NO una fecha real de publicación de UT ni la fecha real de esta captura - los 25 archivos (2002-2026) se descargaron el mismo día real (2026-08-26, ver fecha_descarga en el manifiesto). Se usa una fecha sintética distinta por año (31 de diciembre del año, o 31 de julio para 2026 por ser parcial) únicamente para que vintage_id -derivado de año-mes de fecha_publicacion en registrar_descarga()- no colisione entre los 25 archivos. No existe un calendario de divulgación de UT del cual derivar una fecha_publicacion real, a diferencia de las series del BCR. Decisión de Harold, 2026-08-26, en respuesta a un bloqueo de colisión de vintage_id reportado por Claude Code al ejecutar este handoff. primera captura - sin vintage previo con el cual comparar."
